name,category,row_id,ingredient_number,ingredient,measure,measure_number
Velvet Hammer No. 1,Cocktail Classics,605,1,vodka,1.5 oz,1.5
Velvet Hammer No. 1,Cocktail Classics,605,3,light cream,1 oz,1
Ulanda Cocktail,Cocktail Classics,606,1,gin,1.5 oz,1.5
Ulanda Cocktail,Cocktail Classics,606,2,triple sec,.75 oz,0.75
Torridora Cocktail,Rum - Daiquiris,607,1,light rum,1.5 oz,1.5
Torridora Cocktail,Rum - Daiquiris,607,3,half and half,1.5 oz,1.5
Boston Sour,Cocktail Classics,608,1,lemon juice,.5 oz,0.5
Boston Sour,Cocktail Classics,608,2,powdered sugar,1 oz,1
Boston Sour,Cocktail Classics,608,3,blended whiskey,2 oz,2
Boston Sour,Cocktail Classics,608,4,egg white,1 oz,1
Three Miller Cocktail,Rum - Daiquiris,609,2,dark rum,2 oz,2
Three Miller Cocktail,Rum - Daiquiris,609,3,lime juice,1 oz,1
Three Miller Cocktail,Rum - Daiquiris,609,4,simple syrup,1 oz,1
Three Miller Cocktail,Rum - Daiquiris,609,5,bitters,1 dash,0.02
Bird-of-Paradise Fizz,Cocktail Classics,610,1,lemon juice,.5 oz,0.5
Bird-of-Paradise Fizz,Cocktail Classics,610,2,powdered sugar,1 oz,1
Bird-of-Paradise Fizz,Cocktail Classics,610,3,egg white,1 oz,1
Bird-of-Paradise Fizz,Cocktail Classics,610,4,grenadine,1 oz,1
Bird-of-Paradise Fizz,Cocktail Classics,610,5,gin,2 oz,2
Biffy Cocktail,Cocktail Classics,611,1,lemon juice,.5 oz,0.5
Biffy Cocktail,Cocktail Classics,611,3,gin,1.5 oz,1.5
Between-The-Sheets Cocktail,Cocktail Classics,612,1,lemon juice,.25 oz,0.25
Between-The-Sheets Cocktail,Cocktail Classics,612,2,brandy,.5 oz,0.5
Between-The-Sheets Cocktail,Cocktail Classics,612,3,triple sec,.5 oz,0.5
Between-The-Sheets Cocktail,Cocktail Classics,612,4,light rum,.5 oz,0.5
Third-Rail Cocktail,Rum - Daiquiris,613,1,light rum,.75 oz,0.75
Third-Rail Cocktail,Rum - Daiquiris,613,2,apple brandy,.75 oz,0.75
Third-Rail Cocktail,Rum - Daiquiris,613,3,brandy,.75 oz,0.75
Third-Rail Cocktail,Rum - Daiquiris,613,4,anisette,.25 oz,0.25
Bentley,Cocktail Classics,614,1,apple brandy,1.5 oz,1.5
Bentley,Cocktail Classics,614,2,dubonnet,1 oz,1
Tahiti Club,Rum - Daiquiris,615,1,light rum,2 oz,2
Tahiti Club,Rum - Daiquiris,615,2,lemon juice,.5 oz,0.5
Tahiti Club,Rum - Daiquiris,615,3,lime juice,.5 oz,0.5
Tahiti Club,Rum - Daiquiris,615,4,pineapple juice,.5 oz,0.5
Tahiti Club,Rum - Daiquiris,615,5,maraschino,.25 oz,0.25
Barton Special,Cocktail Classics,616,3,gin,.25 oz,0.25
Barnaby's Buffalo Blizzard,Cocktail Classics,617,1,white creme de cacao,1 oz,1
Barnaby's Buffalo Blizzard,Cocktail Classics,617,2,vodka,.75 oz,0.75
Barnaby's Buffalo Blizzard,Cocktail Classics,617,5,grenadine,1 oz,1
Susie Taylor,Rum - Daiquiris,618,1,light rum,2 oz,2
Susie Taylor,Rum - Daiquiris,618,2,lime juice,.5 oz,0.5
Baltimore Bracer,Cocktail Classics,619,1,anisette,1 oz,1
Baltimore Bracer,Cocktail Classics,619,2,brandy,1 oz,1
Baltimore Bracer,Cocktail Classics,619,3,egg white,1 oz,1
Bachelor's Bait Cocktail,Cocktail Classics,620,1,gin,1.5 oz,1.5
Bachelor's Bait Cocktail,Cocktail Classics,620,2,egg white,1 oz,1
Bachelor's Bait Cocktail,Cocktail Classics,620,3,bitters,1 dash,0.02
Bachelor's Bait Cocktail,Cocktail Classics,620,4,grenadine,.5 oz,0.5
Bushranger,Cocktail Classics,621,1,light rum,1.5 oz,1.5
Bushranger,Cocktail Classics,621,2,dubonnet,1 oz,1
Bushranger,Cocktail Classics,621,3,bitters,1 dash,0.02
Sunset at Gowanus,Rum - Daiquiris,622,1,dark rum,2 oz,2
Sunset at Gowanus,Rum - Daiquiris,622,2,lime juice,.75 oz,0.75
Sunset at Gowanus,Rum - Daiquiris,622,4,brandy,.25 oz,0.25
Bulldog Highballl,Cocktail Classics,623,1,orange juice,.5 oz,0.5
Bulldog Highballl,Cocktail Classics,623,2,gin,2 oz,2
Bucks Fizz (Mimosa),Cocktail Classics,624,1,orange juice,2 oz,2
Buckjones,Cocktail Classics,625,1,light rum,1.5 oz,1.5
Buckjones,Cocktail Classics,625,3,lime juice,.5 oz,0.5
Stormy Colada,Rum - Daiquiris,626,1,dark rum,2 oz,2
Stormy Colada,Rum - Daiquiris,626,2,pineapple juice,2 oz,2
Bronx SIlver Cocktail,Cocktail Classics,627,1,orange juice,.5 oz,0.5
Bronx SIlver Cocktail,Cocktail Classics,627,2,egg white,1 oz,1
Bronx SIlver Cocktail,Cocktail Classics,627,3,dry vermouth,.5 oz,0.5
Bronx SIlver Cocktail,Cocktail Classics,627,4,gin,1 oz,1
Bronx Golden Cocktail,Cocktail Classics,628,1,gin,1 oz,1
Bronx Golden Cocktail,Cocktail Classics,628,2,sweet vermouth,.5 oz,0.5
Bronx Golden Cocktail,Cocktail Classics,628,3,dry vermouth,.5 oz,0.5
Bronx Golden Cocktail,Cocktail Classics,628,4,orange juice,.25 oz,0.25
Stone Wall,Rum - Daiquiris,629,4,light rum,1.5 oz,1.5
Depth Bomb,Brandy,630,1,apple brandy,1 oz,1
Depth Bomb,Brandy,630,2,brandy,1 oz,1
Depth Bomb,Brandy,630,3,lemon juice,1 oz,1
Depth Bomb,Brandy,630,4,grenadine,1 oz,1
Stone Cocktail,Rum - Daiquiris,631,2,light rum,.5 oz,0.5
Stone Cocktail,Rum - Daiquiris,631,3,sweet vermouth,.5 oz,0.5
Almeria,Cocktail Classics,632,3,egg white,1 oz,1
Aunt Jemima,Cocktail Classics,633,1,brandy,.5 oz,0.5
Aunt Jemima,Cocktail Classics,633,2,white creme de cacao,.5 oz,0.5
Aunt Jemima,Cocktail Classics,633,3,benedictine,.5 oz,0.5
Spanish Town Cocktail,Rum - Daiquiris,634,1,light rum,2 oz,2
Spanish Town Cocktail,Rum - Daiquiris,634,2,triple sec,.5 oz,0.5
Apricot Lady,Cocktail Classics,635,1,light rum,1.25 oz,1.25
Apricot Lady,Cocktail Classics,635,2,apricot flavored brandy,1 oz,1
Apricot Lady,Cocktail Classics,635,3,triple sec,.25 oz,0.25
Apricot Lady,Cocktail Classics,635,4,lime juice,1 oz,1
Apricot Lady,Cocktail Classics,635,5,egg white,1 oz,1
Apricot Anise Collins,Cocktail Classics,636,1,gin,1.5 oz,1.5
Apricot Anise Collins,Cocktail Classics,636,2,apricot flavored brandy,.5 oz,0.5
Apricot Anise Collins,Cocktail Classics,636,3,anisette,1.5 oz,1.5
Apricot Anise Collins,Cocktail Classics,636,4,lemon juice,1 oz,1
Apple Rum Rickey,Cocktail Classics,637,2,light rum,.75 oz,0.75
Apple Rum Rickey,Cocktail Classics,637,3,lime juice,.25 oz,0.25
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,638,1,light rum,.75 oz,0.75
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,638,2,dry vermouth,.75 oz,0.75
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,638,3,triple sec,.5 oz,0.5
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,638,4,lime juice,1 oz,1
Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,638,5,grenadine,.5 oz,0.5
Applejack Punch,Cocktail Classics,639,2,grenadine,4 oz,4
Applejack Punch,Cocktail Classics,639,3,orange juice,16 oz,16
Applejack Punch,Cocktail Classics,639,6,whole egg,1 oz,1
Brandy Flip,Cocktail Classics,640,1,whole egg,1,1
Brandy Flip,Cocktail Classics,640,2,powdered sugar,1 oz,1
Brandy Flip,Cocktail Classics,640,3,brandy,1.5 oz,1.5
Sir Walter Cocktail,Rum - Daiquiris,641,1,light rum,.75 oz,0.75
Sir Walter Cocktail,Rum - Daiquiris,641,2,brandy,.75 oz,0.75
Sir Walter Cocktail,Rum - Daiquiris,641,3,grenadine,1 oz,1
Sir Walter Cocktail,Rum - Daiquiris,641,4,triple sec,1 oz,1
Sir Walter Cocktail,Rum - Daiquiris,641,5,lemon juice,1 oz,1
Saxon Cocktail,Rum - Daiquiris,642,1,light rum,1.75 oz,1.75
Saxon Cocktail,Rum - Daiquiris,642,2,lime juice,.5 oz,0.5
Saxon Cocktail,Rum - Daiquiris,642,3,grenadine,.5 oz,0.5
Boston Bullet,Cocktail Classics,643,1,gin,1.5 oz,1.5
Boston Bullet,Cocktail Classics,643,2,dry vermouth,.75 oz,0.75
Sargasso,Rum - Daiquiris,644,4,bitters,2 dash,0.04
Santiago Cocktail,Rum - Daiquiris,645,1,light rum,1.5 oz,1.5
Santiago Cocktail,Rum - Daiquiris,645,2,lime juice,1 oz,1
Santiago Cocktail,Rum - Daiquiris,645,3,simple syrup,.5 oz,0.5
Santiago Cocktail,Rum - Daiquiris,645,4,grenadine,.5 oz,0.5
Saint Lucy Bracer,Rum - Daiquiris,647,1,dark rum,2 oz,2
Saint Lucy Bracer,Rum - Daiquiris,647,3,sweet vermouth,.5 oz,0.5
Saint Lucy Bracer,Rum - Daiquiris,647,4,bitters,2 dash,0.04
Applecar,Cocktail Classics,648,2,triple sec,1 oz,1
Applecar,Cocktail Classics,648,3,lemon juice,1 oz,1
Apple Blow Fizz,Cocktail Classics,649,1,egg white,1 oz,1
Apple Blow Fizz,Cocktail Classics,649,2,lemon juice,.5 oz,0.5
Apple Blow Fizz,Cocktail Classics,649,3,powdered sugar,1 oz,1
Apple Blow Fizz,Cocktail Classics,649,4,apple brandy,2 oz,2
Antoine Special,Cocktail Classics,650,1,dubonnet,1.5 oz,1.5
Antoine Special,Cocktail Classics,650,2,dry vermouth,1.5 oz,1.5
Ante,Cocktail Classics,651,1,apple brandy,1 oz,1
Ante,Cocktail Classics,651,2,triple sec,.5 oz,0.5
Ante,Cocktail Classics,651,3,dubonnet,1 oz,1
S & V,Rum - Daiquiris,652,1,light rum,1.5 oz,1.5
S & V,Rum - Daiquiris,652,2,orange juice,.5 oz,0.5
S & V,Rum - Daiquiris,652,4,lime juice,.5 oz,0.5
Rum Toddy (Cold),Rum - Daiquiris,653,3,simple syrup,1 oz,1
Rum Toddy (Cold),Rum - Daiquiris,653,6,brandy,.5 oz,0.5
Deauville Cocktail,Brandy,654,1,brandy,.5 oz,0.5
Deauville Cocktail,Brandy,654,2,apple brandy,.5 oz,0.5
Deauville Cocktail,Brandy,654,3,triple sec,.5 oz,0.5
Deauville Cocktail,Brandy,654,4,lemon juice,.5 oz,0.5
Deauville Cocktail,Brandy,654,6,dry vermouth,1 oz,1
Allies Cocktail,Cocktail Classics,655,1,dry vermouth,1 oz,1
Allies Cocktail,Cocktail Classics,655,2,gin,1 oz,1
Rum Swizzle,Rum - Daiquiris,656,2,lime juice,1 oz,1
Rum Swizzle,Rum - Daiquiris,656,3,simple syrup,.5 oz,0.5
Rum Swizzle,Rum - Daiquiris,656,4,bitters,2 dash,0.04
A. J.,Cocktail Classics,657,2,grapefruit juice,1 oz,1
After Supper Cocktail,Cocktail Classics,658,1,apricot flavored brandy,1 oz,1
After Supper Cocktail,Cocktail Classics,658,2,triple sec,1 oz,1
After Supper Cocktail,Cocktail Classics,658,3,lemon juice,.5 oz,0.5
Rum Sour,Rum - Daiquiris,659,1,light rum,2 oz,2
Rum Sour,Rum - Daiquiris,659,2,lemon juice,.75 oz,0.75
Rum Sour,Rum - Daiquiris,659,3,simple syrup,.75 oz,0.75
Acapulco,Cocktail Classics,660,1,light rum,1.5 oz,1.5
Acapulco,Cocktail Classics,660,2,lime juice,1 oz,1
Acapulco,Cocktail Classics,660,3,triple sec,1.5 oz,1.5
Acapulco,Cocktail Classics,660,5,egg white,1,1
Ambrosia,Cocktail Classics,662,2,brandy,1 oz,1
Ambrosia,Cocktail Classics,662,3,triple sec,1 oz,1
Rum Screwdriver,Rum - Daiquiris,663,1,light rum,1.5 oz,1.5
Rum Screwdriver,Rum - Daiquiris,663,2,orange juice,5 oz,5
Rum Rickey,Rum - Daiquiris,664,1,light rum,1.5 oz,1.5
Rum Rickey,Rum - Daiquiris,664,2,lime juice,.5 oz,0.5
Rum Relaxer,Rum - Daiquiris,666,1,light rum,1.5 oz,1.5
Rum Relaxer,Rum - Daiquiris,666,2,pineapple juice,1 oz,1
Rum Relaxer,Rum - Daiquiris,666,3,grenadine,.5 oz,0.5
Rum Old-Fashioned,Rum - Daiquiris,667,1,light rum,1.5 oz,1.5
Rum Old-Fashioned,Rum - Daiquiris,667,3,simple syrup,1 oz,1
Rum Old-Fashioned,Rum - Daiquiris,667,4,bitters,1 dash,0.02
Rum Martini,Rum - Daiquiris,668,1,light rum,2 oz,2
Rum Martini,Rum - Daiquiris,668,2,dry vermouth,1 oz,1
Rum Fix,Rum - Daiquiris,670,1,light rum,2.5 oz,2.5
Rum Fix,Rum - Daiquiris,670,2,lemon juice,1 oz,1
Rum Fix,Rum - Daiquiris,670,3,simple syrup,.5 oz,0.5
Rum Daisy,Rum - Daiquiris,671,1,light rum,2 oz,2
Rum Daisy,Rum - Daiquiris,671,2,lemon juice,.5 oz,0.5
Rum Daisy,Rum - Daiquiris,671,3,simple syrup,1 oz,1
Rum Daisy,Rum - Daiquiris,671,4,grenadine,1 oz,1
D'artagnan,Brandy,672,3,simple syrup,1 oz,1
D'artagnan,Brandy,672,4,orange juice,.5 oz,0.5
Rum Cooler,Rum - Daiquiris,673,1,light rum,2 oz,2
Rum Cooler,Rum - Daiquiris,673,2,simple syrup,.5 oz,0.5
Rum Collins,Rum - Daiquiris,674,1,light rum,2 oz,2
Rum Collins,Rum - Daiquiris,674,2,lime juice,1 oz,1
Rum Collins,Rum - Daiquiris,674,3,simple syrup,.5 oz,0.5
Seaboabd,Cocktail Classics,675,2,old mr. boston dry gin,1 oz,1
Seaboabd,Cocktail Classics,675,3,lemon juice,1 oz,1
Seaboabd,Cocktail Classics,675,4,powdered sugar,1 oz,1
Rum Cobbler,Rum - Daiquiris,676,1,light rum,2 oz,2
Rum Cobbler,Rum - Daiquiris,676,2,simple syrup,.25 oz,0.25
Robson Cocktail,Rum - Daiquiris,677,2,lemon juice,.5 oz,0.5
Robson Cocktail,Rum - Daiquiris,677,3,orange juice,.5 oz,0.5
Robson Cocktail,Rum - Daiquiris,677,4,grenadine,.25 oz,0.25
Rio Fix,Rum - Daiquiris,678,3,maraschino,.5 oz,0.5
Rio Fix,Rum - Daiquiris,678,4,lime juice,.75 oz,0.75
Rio Fix,Rum - Daiquiris,678,5,pineapple juice,.5 oz,0.5
Ringo Starr,Rum - Daiquiris,679,2,lemon juice,.5 oz,0.5
Restless Native,Rum - Daiquiris,680,2,white creme de cacao,.75 oz,0.75
Restless Native,Rum - Daiquiris,680,3,lime juice,1.5 oz,1.5
Restless Native,Rum - Daiquiris,680,6,light rum,1.5 oz,1.5
Quarter Deck Cocktail,Rum - Daiquiris,681,1,light rum,1.5 oz,1.5
Quarter Deck Cocktail,Rum - Daiquiris,681,3,lime juice,.5 oz,0.5
Quaker's Cocktail,Rum - Daiquiris,682,1,light rum,.75 oz,0.75
Quaker's Cocktail,Rum - Daiquiris,682,2,brandy,.75 oz,0.75
Quaker's Cocktail,Rum - Daiquiris,682,3,lemon juice,.5 oz,0.5
Puerto Rican Rum Daisy,Rum - Daiquiris,683,1,dark rum,1.5 oz,1.5
Puerto Rican Rum Daisy,Rum - Daiquiris,683,2,orange juice,.25 oz,0.25
Puerto Rican Rum Daisy,Rum - Daiquiris,683,3,lemon juice,.75 oz,0.75
Puerto Rican Rum Daisy,Rum - Daiquiris,683,5,bitters,1 dash,0.02
Cuban Cocktail No. 2,Brandy,684,1,brandy,1.5 oz,1.5
Cuban Cocktail No. 2,Brandy,684,2,light rum,.5 oz,0.5
Cuban Cocktail No. 2,Brandy,684,3,apricot flavored brandy,.5 oz,0.5
Cuban Cocktail No. 2,Brandy,684,4,lime juice,.5 oz,0.5
Prohibition Punch,Rum - Daiquiris,685,1,dark rum,1.5 oz,1.5
Prohibition Punch,Rum - Daiquiris,685,4,cranberry juice,1 oz,1
Prohibition Punch,Rum - Daiquiris,685,5,lemon juice,.25 oz,0.25
Poker Cocktail,Rum - Daiquiris,687,1,light rum,1.5 oz,1.5
Poker Cocktail,Rum - Daiquiris,687,2,sweet vermouth,1.5 oz,1.5
Planter's Punch No. 2,Rum - Daiquiris,688,1,light rum,2 oz,2
Planter's Punch No. 2,Rum - Daiquiris,688,2,orange juice,2 oz,2
Planter's Punch No. 2,Rum - Daiquiris,688,3,lime juice,1 oz,1
Planter's Punch No. 2,Rum - Daiquiris,688,4,pineapple juice,.5 oz,0.5
Planter's Punch No. 2,Rum - Daiquiris,688,5,lemon juice,.25 oz,0.25
Planter's Punch No. 1,Rum - Daiquiris,689,1,light rum,2.5 oz,2.5
Planter's Punch No. 1,Rum - Daiquiris,689,2,lime juice,2 oz,2
Planter's Punch No. 1,Rum - Daiquiris,689,3,simple syrup,.5 oz,0.5
Planter's Punch No. 1,Rum - Daiquiris,689,5,grenadine,1 oz,1
Planter's Cocktail,Rum - Daiquiris,690,2,lemon juice,.5 oz,0.5
Planter's Cocktail,Rum - Daiquiris,690,3,simple syrup,1 oz,1
Pink Paradise,Rum - Daiquiris,691,2,amaretto,1 oz,1
Pink Paradise,Rum - Daiquiris,691,3,cranberry juice,3 oz,3
Pink Paradise,Rum - Daiquiris,691,4,pineapple juice,1.5 oz,1.5
Pink Creole,Rum - Daiquiris,692,1,light rum,1.5 oz,1.5
Pink Creole,Rum - Daiquiris,692,2,lime juice,.5 oz,0.5
Pink Creole,Rum - Daiquiris,692,3,grenadine,.25 oz,0.25
Pink Creole,Rum - Daiquiris,692,4,half and half,.25 oz,0.25
Pineapple Fizz,Rum - Daiquiris,693,1,light rum,2 oz,2
Pineapple Fizz,Rum - Daiquiris,693,2,pineapple juice,1 oz,1
Pineapple Fizz,Rum - Daiquiris,693,3,simple syrup,1 oz,1
Pineapple Cocktail,Rum - Daiquiris,694,1,light rum,1.5 oz,1.5
Pineapple Cocktail,Rum - Daiquiris,694,2,pineapple juice,.75 oz,0.75
Pineapple Cocktail,Rum - Daiquiris,694,3,lemon juice,.5 oz,0.5
Pearl Button,Rum - Daiquiris,695,3,lime juice,.5 oz,0.5
The Crux,Brandy,696,1,dubonnet,.75 oz,0.75
The Crux,Brandy,696,2,triple sec,.75 oz,0.75
The Crux,Brandy,696,3,brandy,.75 oz,0.75
The Crux,Brandy,696,4,lemon juice,.75 oz,0.75
Paris When It Sizzles,Rum - Daiquiris,697,2,dark rum,2 oz,2
Paris When It Sizzles,Rum - Daiquiris,697,3,lime juice,.5 oz,0.5
Paris When It Sizzles,Rum - Daiquiris,697,4,bitters,1 dash,0.02
Palmetto Cocktail,Rum - Daiquiris,698,1,light rum,1.5 oz,1.5
Palmetto Cocktail,Rum - Daiquiris,698,2,dry vermouth,1.5 oz,1.5
Palmetto Cocktail,Rum - Daiquiris,698,3,bitters,2 dash,0.04
Paddington,Rum - Daiquiris,699,2,light rum,1.5 oz,1.5
Paddington,Rum - Daiquiris,699,4,grapefruit juice,.5 oz,0.5
Paddington,Rum - Daiquiris,699,5,lemon juice,.5 oz,0.5
The Old Cuban,Rum - Daiquiris,700,2,simple syrup,1 oz,1
The Old Cuban,Rum - Daiquiris,700,3,lime juice,.75 oz,0.75
The Old Cuban,Rum - Daiquiris,700,4,dark rum,1.5 oz,1.5
The Old Cuban,Rum - Daiquiris,700,5,bitters,2 dash,0.04
"Oh, Gosh!",Rum - Daiquiris,701,1,light rum,1.5 oz,1.5
"Oh, Gosh!",Rum - Daiquiris,701,2,triple sec,1.5 oz,1.5
"Oh, Gosh!",Rum - Daiquiris,701,3,lime juice,1 oz,1
Night Cap,Rum - Daiquiris,702,1,light rum,2 oz,2
Night Cap,Rum - Daiquiris,702,2,simple syrup,.5 oz,0.5
New Orleans Buck,Rum - Daiquiris,703,1,light rum,1.5 oz,1.5
New Orleans Buck,Rum - Daiquiris,703,2,orange juice,1 oz,1
New Orleans Buck,Rum - Daiquiris,703,3,lemon juice,.5 oz,0.5
Nevada Cocktail,Rum - Daiquiris,704,1,light rum,1.5 oz,1.5
Nevada Cocktail,Rum - Daiquiris,704,2,grapefruit juice,1 oz,1
Nevada Cocktail,Rum - Daiquiris,704,3,lime juice,.75 oz,0.75
Nevada Cocktail,Rum - Daiquiris,704,4,simple syrup,.75 oz,0.75
Nevada Cocktail,Rum - Daiquiris,704,5,bitters,1 dash,0.02
Moonquake Shake,Rum - Daiquiris,705,1,dark rum,1.5 oz,1.5
Moonquake Shake,Rum - Daiquiris,705,3,lemon juice,.25 oz,0.25
Monkey Wrench,Rum - Daiquiris,706,1,light rum,1.5 oz,1.5
Creme De Cafe,Brandy,707,2,light rum,.5 oz,0.5
Creme De Cafe,Brandy,707,3,anisette,.5 oz,0.5
Creme De Cafe,Brandy,707,4,half and half,1 oz,1
Margarita,Cocktail Classics,708,1,blanco tequila,1.5 oz,1.5
Margarita,Cocktail Classics,708,3,lime juice,.75 oz,0.75
Mojito,Rum - Daiquiris,709,1,lime juice,3 oz,3
Mojito,Rum - Daiquiris,709,3,simple syrup,.75 oz,0.75
Mojito,Rum - Daiquiris,709,4,light rum,2 oz,2
Champagne Flamingo,Vodka,710,1,vodka,.75 oz,0.75
Thunder and Lightning Cocktail,Cocktail Classics,711,1,egg yolk,1 oz,1
Thunder and Lightning Cocktail,Cocktail Classics,711,2,powdered sugar,1 oz,1
Casco Bay Lemonade,Vodka,712,1,citrus flavored vodka,1.5 oz,1.5
Casco Bay Lemonade,Vodka,712,2,simple syrup,2 oz,2
Casco Bay Lemonade,Vodka,712,3,lemon juice,2 oz,2
Casco Bay Lemonade,Vodka,712,4,cranberry juice,1 oz,1
Caribbean Cruise,Vodka,713,1,vodka,1 oz,1
Caribbean Cruise,Vodka,713,2,light rum,.25 oz,0.25
Caribbean Cruise,Vodka,713,4,grenadine,1 oz,1
Caribbean Cruise,Vodka,713,5,pineapple juice,4 oz,4
Cappuccino Cocktail,Vodka,714,1,vodka,.75 oz,0.75
Cappuccino Cocktail,Vodka,714,3,half and half,.75 oz,0.75
Cappuccino Cocktail,Vodka,714,5,cranberry juice,5 oz,5
Cape Codder,Tequila,715,1,vodka,1.5 oz,1.5
Cape Codder,Tequila,715,2,cranberry juice,5 oz,5
Cape Codder,Tequila,715,6,egg white,1 oz,1
Baltimore Bracer Cocktail,Cocktail Classics,716,3,egg white,1 oz,1
Caesar,Vodka,717,2,vodka,1.5 oz,1.5
Bull Shot,Vodka,718,1,vodka,1.5 oz,1.5
Bullfrog,Vodka,719,1,vodka,1.5 oz,1.5
Bullfrog,Vodka,719,2,lemon juice,5 oz,5
Boston Gold,Vodka,720,1,vodka,1.5 oz,1.5
Boston Gold,Vodka,720,3,orange juice,2 oz,2
Corpse Reviver No. 1,Brandy,721,3,sweet vermouth,1 oz,1
Thanksgiving Special Cocktail,Cocktail Classics,722,2,old mr. boston dry gin,.75 oz,0.75
Thanksgiving Special Cocktail,Cocktail Classics,722,3,dry vermouth,.75 oz,0.75
Thanksgiving Special Cocktail,Cocktail Classics,722,4,lemon juice,.25 oz,0.25
Tequini Cocktail,Cocktail Classics,723,2,dry vermouth,.5 oz,0.5
Tequini Cocktail,Cocktail Classics,723,3,bitters,1 dash,0.02
Bordeaux Cocktail,Vodka,724,1,citrus flavored vodka,1.5 oz,1.5
Bolshoi Punch,Vodka,725,1,vodka,1 oz,1
Bolshoi Punch,Vodka,725,2,lemon juice,.75 oz,0.75
Bolshoi Punch,Vodka,725,3,simple syrup,.5 oz,0.5
Bolshoi Punch,Vodka,725,4,light rum,.5 oz,0.5
Blue Lagoon,Vodka,726,1,vodka,1 oz,1
Blue Lagoon,Vodka,726,3,lemon juice,.5 oz,0.5
Blue Lagoon,Vodka,726,4,simple syrup,.5 oz,0.5
Bloody Mary,Vodka,728,1,vodka,1.5 oz,1.5
Bloody Mary,Vodka,728,3,lime juice,.25 oz,0.25
Bloody Bull,Vodka,730,1,vodka,1 oz,1
The Blood Orange,Vodka,731,1,orange juice,2 oz,2
Black Russian,Vodka,732,1,vodka,1.5 oz,1.5
Black Magic,Vodka,733,1,vodka,1.5 oz,1.5
Black Magic,Vodka,733,3,lemon juice,.25 oz,0.25
Victor Collins,Cocktail Classics,735,3,lemon juice,3 oz,3
Victor Collins,Cocktail Classics,735,4,powdered sugar,1 oz,1
Snowball Cocktail,Cocktail Classics,736,1,old mr. boston dry gin,1.5 oz,1.5
Violet Fizz,Cocktail Classics,737,1,lemon juice,.5 oz,0.5
Violet Fizz,Cocktail Classics,737,2,powdered sugar,.5 oz,0.5
Violet Fizz,Cocktail Classics,737,3,old mr. boston dry gin,1.5 oz,1.5
Bikini,Vodka,738,1,vodka,1 oz,1
Bikini,Vodka,738,2,light rum,.5 oz,0.5
Bikini,Vodka,738,3,lemon juice,.5 oz,0.5
Bikini,Vodka,738,5,simple syrup,.5 oz,0.5
Cold Deck Cocktail,Brandy,739,1,brandy,1 oz,1
Cold Deck Cocktail,Brandy,739,2,sweet vermouth,.5 oz,0.5
The Big Crush,Vodka,740,2,triple sec,.5 oz,0.5
The Big Crush,Vodka,740,4,lime juice,.5 oz,0.5
Bianca,Vodka,741,2,citrus flavored vodka,1.5 oz,1.5
Bianca,Vodka,741,5,simple syrup,1 oz,1
Bianca,Vodka,741,6,lemon juice,1 oz,1
Bella Fragolia,Vodka,742,3,vodka,2 oz,2
Bella Fragolia,Vodka,742,4,lemon juice,1 oz,1
Bella Fragolia,Vodka,742,5,simple syrup,1 oz,1
Beer Buster,Vodka,743,1,vodka,1.5 oz,1.5
Basil 8,Vodka,744,3,vodka,1.5 oz,1.5
Basil 8,Vodka,744,4,lime juice,.75 oz,0.75
Basil 8,Vodka,744,5,bitters,1 dash,0.02
Shamrock Cocktail,Cocktail Classics,745,2,dry vermouth,.5 oz,0.5
Aqueduct,Vodka,746,1,vodka,1.5 oz,1.5
Aqueduct,Vodka,746,2,lime juice,.75 oz,0.75
Aqueduct,Vodka,746,4,apricot flavored brandy,.5 oz,0.5
Alfie Cocktail,Vodka,748,1,lemon juice,1.5 oz,1.5
Alfie Cocktail,Vodka,748,2,pineapple juice,.75 oz,0.75
Alfie Cocktail,Vodka,748,3,triple sec,.5 oz,0.5
Admiral Perry,Vodka,749,3,dry vermouth,1 oz,1
Admiral Perry,Vodka,749,4,white creme de cacao,1 oz,1
Yellow Rose Of Texas,Tequila,750,1,blanco tequila,2 oz,2
Yellow Rose Of Texas,Tequila,750,2,lemon juice,.75 oz,0.75
Yellow Rose Of Texas,Tequila,750,3,simple syrup,.5 oz,0.5
St. Patrick's Day Cocktail,Cocktail Classics,751,4,bitters,1 dash,0.02
Waiting On Summer,Tequila,753,3,lime juice,.5 oz,0.5
Waiting On Summer,Tequila,753,4,blanco tequila,1.5 oz,1.5
Waiting On Summer,Tequila,753,5,simple syrup,.75 oz,0.75
Prince's Smile Cocktail,Cocktail Classics,755,2,apple brandy,.5 oz,0.5
Prince's Smile Cocktail,Cocktail Classics,755,3,old mr. boston dry gin,1 oz,1
Prince's Smile Cocktail,Cocktail Classics,755,4,lemon juice,.25 oz,0.25
Viva Villa,Tequila,756,2,blanco tequila,1.5 oz,1.5
Viva Villa,Tequila,756,4,simple syrup,.5 oz,0.5
Praire Chicken,Cocktail Classics,758,1,old mr. boston dry gin,1 oz,1
Praire Chicken,Cocktail Classics,758,2,whole egg,1 oz,1
